"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=theropoda"
"Access Time","Fri 2017-02-03 21:08:57 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","theropoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.577"
"Records Found","11703"
"Records Returned","11703"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1186555","occ","","","152653","Melospiza lincolnii","species","129853","species not entered","Melospiza","genus","129853","Pleistocene","","2.588","0.0117","48812"
"1186556","occ","","","152653","Zonotrichia leucophrys","species","335312","","Zonotrichia leucophrys","species","335312","Pleistocene","","2.588","0.0117","48812"
"1186557","occ","","","152653","Zonotrichia sp.","genus","129849","","Zonotrichia","genus","129849","Pleistocene","","2.588","0.0117","48812"
"1186558","occ","","","152653","Junco hyemalis","species","289535","","Junco hyemalis","species","289535","Pleistocene","","2.588","0.0117","48812"
"1186563","occ","","","152653","Carpodacus cassinii","species","130728","species not entered","Carpodacus","genus","130728","Pleistocene","","2.588","0.0117","48812"
"1186564","occ","","","152653","Anas sp.","genus","67686","","Anas","genus","67686","Pleistocene","","2.588","0.0117","48812"
"1186565","occ","","","152653","Rallus limicola","species","336068","","Rallus limicola","species","336068","Pleistocene","","2.588","0.0117","48812"
"1186566","occ","","","152653","Pica hudsonia","species","93747","species not entered","Pica","genus","93747","Pleistocene","","2.588","0.0117","48812"
"1186567","occ","","","152653","Anser sp.","genus","83424","","Anser","genus","83424","Pleistocene","","2.588","0.0117","48812"
"1186569","occ","","","152653","Sitta carolinensis","species","39449","species not entered","Sitta","genus","39449","Pleistocene","","2.588","0.0117","48812"
"1186570","occ","","","152653","Sitta sp.","genus","39449","","Sitta","genus","39449","Pleistocene","","2.588","0.0117","48812"
"1186571","occ","","","152653","Agelaius phoenicieus","species","83664","species not entered","Agelaius","genus","83664","Pleistocene","","2.588","0.0117","48812"
"1186573","occ","","","152653","Aythya americana","species","321727","","Aythya americana","species","321726","Pleistocene","","2.588","0.0117","48812"
"1186575","occ","","","152653","Eremophila alpestris","species","335311","","Eremophila alpestris","species","335311","Pleistocene","","2.588","0.0117","48812"
"1186576","occ","","","152653","Tachycineta bicolor","species","290113","species not entered","Tachycineta","genus","290113","Pleistocene","","2.588","0.0117","48812"
"1186577","occ","","","152653","Spizella breweri","species","289528","species not entered","Spizella","genus","289528","Pleistocene","","2.588","0.0117","48812"
"1187983","occ","","","153397","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Late Tithonian","Valanginian","150.8","132.9","49417"
"1187986","occ","","F","153398","n. gen. Undulatoolithus n. sp. pengi","species","285524","","Undulatoolithus pengi","species","285524","Late Cretaceous","","100.5","66","49418"
"1188009","occ","","","151252","Eleutherornis cotei","species","285528","recombined as","Diatryma cotei","species","285527","Lutetian","","47.8","41.3","49420"
"1188017","occ","","","89990","n. gen. Arcovenator n. sp. escotae","species","285749","","Arcovenator escotae","species","285749","Late Campanian","","83.5","70.6","49429"
"1189694","occ","","","57894","Torvosaurus tanneri","species","53375","","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","49550"
"1189861","occ","","I","115004","Hadrosaurichnus ? sp.","genus","58859","","Hadrosaurichnus","genus","58859","Early Maastrichtian","","70.6","66","49557"
"1189863","occ","","","80858","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Early Maastrichtian","","70.6","66","49557"
"1189864","occ","","","80858","Aves indet.","class","143429","","Aves","class","36616","Early Maastrichtian","","70.6","66","49557"
"1189872","occ","","","80859","Enantiornithidae indet.","family","39256","subjective synonym of","Alexornithidae","family","71342","Early Maastrichtian","","70.6","66","49557"
"1189882","occ","","","93729","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","49557"
"1190052","occ","","","153528","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","49609"
"1190089","occ","","","153543","n. gen. Gobipipus n. sp. reshetovi","species","286808","","Gobipipus reshetovi","species","286808","Middle Campanian","","83.5","70.6","49615"
"1190284","occ","","","13937","Hongshanornis longicresta","species","119299","","Hongshanornis longicresta","species","119299","Barremian","","129.4","125","49682"
"1190476","occ","","","153666","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Maastrichtian","","72.1","66","49733"
"1190582","occ","","","153694","n. gen. Parvavis n. sp. chuxiongensis","species","287262","","Parvavis chuxiongensis","species","287262","Turonian","Santonian","93.9","83.6","49767"
"1190910","occ","","","153809","Bohaiornis guoi","species","178341","","Bohaiornis guoi","species","178341","Aptian","","125","113","49836"
"1191066","occ","","","68466","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Berriasian","","145","139.8","55588"
"1191072","occ","","","153889","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Maastrichtian","","72.1","66","49868"
"1191167","occ","31075","","130798","n. gen. Gobivenator n. sp. mongoliensis","species","287653","","Gobivenator mongoliensis","species","287653","Campanian","","83.6","72.1","55067"
"1191790","occ","","","68822","n. gen. Australornis n. sp. lovei","species","287999","","Australornis lovei","species","287999","Selandian","","61.6","59.2","49921"
"1191912","occ","","","92421","n. gen. Anchiornis n. sp. huxleyi","species","155059","","Anchiornis huxleyi","species","155059","Late Bathonian","Early Kimmeridgian","167.7","150.8","35452"
"1192084","occ","","","153809","n. gen. Parabohaiornis n. sp. martini","species","288068","","Parabohaiornis martini","species","288068","Aptian","","125","113","49948"
"1192095","occ","","","153809","n. gen. Longusunguis n. sp. kurochkini","species","288070","","Longusunguis kurochkini","species","288070","Aptian","","125","113","49948"
"1192141","occ","31331","","82783","Parapengornis eurycaudatus","species","321577","","Parapengornis eurycaudatus","species","321577","Early Aptian","","125.45","122.46","55440"
"1192244","occ","","","154107","cf. Therangospodus pandemicus","species","81031","","Therangospodus pandemicus","species","81031","Late Hauterivian","Early Barremian","136.4","125.45","49960"
"1192345","occ","","","154108","cf. Therangospodus pandemicus","species","81031","","Therangospodus pandemicus","species","81031","Late Hauterivian","Early Barremian","136.4","125.45","49960"
"1193148","occ","","","154186","Magnoavipes sp.","genus","68027","","Magnoavipes","genus","68027","Albian","","113","100.5","50009"
"1193253","occ","","","154211","Abelisauridae indet.","family","53942","","Abelisauridae","family","53942","Kimmeridgian","Tithonian","157.3","145","49990"
"1193254","occ","29764","","154212","Torvosaurus gurneyi ?","species","289557","","Torvosaurus gurneyi","species","289557","Tithonian","","152.1","145","50323"
"1193255","occ","","F","154213","Richardoestesia aff. gilmorei","species","58874","","Richardoestesia gilmorei","species","58874","Late Kimmeridgian","","155.7","150.8","49990"
"1193279","occ","","","13065","Aepyornithidae indet.","family","39292","","Aepyornithidae","family","39292","Early Miocene","","23.03","15.97","43783"
"1193384","occ","","","154232","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Aptian","Albian","125","100.5","50063"
"1193451","occ","","","97951","Deinonychus sp.","genus","38562","","Deinonychus","genus","38562","Aptian","Albian","125","100.5","50085"
"1193453","occ","","","154239","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Norian","","228","208.5","50085"
"1193467","occ","","","154241","Theropoda indet.","unranked clade","91970","","Theropoda","unranked clade","38513","Oxfordian","","163.5","157.3","61310"
"1195453","occ","","","18554","Pliogyps n. sp. charon","species","289243","","Pliogyps charon","species","289243","Late Clarendonian","","13.6","10.3","50262"
"1195565","occ","","","18597","Rhegminornis n. sp. calobates","species","289297","","Rhegminornis calobates","species","289297","Hemingfordian","","20.43","15.97","50271"
"1195710","occ","","","154687","Sinopliosaurus fusuiensis","species","66511","nomen dubium","Spinosauridae","family","38595","Aptian","","125","113","50278"
"1195712","occ","","","154687","Prodeinodon kwangshiensis","species","65690","nomen dubium","Tetanurae","unranked clade","53374","Aptian","","125","113","50278"
"1195713","occ","","","154688","Spinosauridae indet.","family","38595","","Spinosauridae","family","38595","Aptian","","125","113","50278"
"1195715","occ","","","154688","Carcharodontosauridae indet.","family","65363","","Carcharodontosauridae","family","65363","Aptian","","125","113","50278"
"1195718","occ","","","154689","Spheniscus sp.","genus","39734","","Spheniscus","genus","39734","Tortonian","","11.62","7.246","50280"
"1195719","occ","","","152083","Palaeospheniscus bergi","species","53344","","Palaeospheniscus bergi","species","53344","Early Miocene","","23.03","15.97","50281"
"1195720","occ","","","152083","Spheniscidae indet.","family","39710","","Spheniscidae","family","39710","Early Miocene","","23.03","15.97","50281"
"1195888","occ","","","20384","Gavia pacifica","species","39709","species not entered","Gavia","genus","39709","Blancan","","4.9","1.8","50310"
"1195889","occ","","","20384","Tachybaptus dominicus","species","289522","","Tachybaptus dominicus","species","289522","Blancan","","4.9","1.8","50310"
"1195890","occ","","","20384","Podilymbus podiceps","species","133771","","Podilymbus podiceps","species","133770","Blancan","","4.9","1.8","50310"
"1195891","occ","","","20384","Podiceps sp.","genus","39553","","Podiceps","genus","39553","Blancan","","4.9","1.8","50310"
"1195892","occ","","","20384","Botaurus lentiginosus","species","335661","","Botaurus lentiginosus","species","335661","Blancan","","4.9","1.8","50310"
"1195893","occ","","","20384","Ixobrychus exilis","species","289520","","Ixobrychus exilis","species","289520","Blancan","","4.9","1.8","50310"
"1195894","occ","","","20384","Ardea sp.","genus","39542","","Ardea","genus","39542","Blancan","","4.9","1.8","50310"
"1195895","occ","","","20384","Eudocimus albus","species","39565","species not entered","Eudocimus","genus","39565","Blancan","","4.9","1.8","50310"
"1195896","occ","","","20384","Coragyps atratus","species","161512","","Coragyps atratus","species","161511","Blancan","","4.9","1.8","50310"
"1195897","occ","","","20384","cf. Gymnogyps sp.","genus","137181","","Gymnogyps","genus","137181","Blancan","","4.9","1.8","50310"
"1195898","occ","","","20384","Anabernicula gracilenta","species","229918","","Anabernicula gracilenta","species","229918","Blancan","","4.9","1.8","50310"
"1195899","occ","","","20384","Aix sponsa","species","289518","","Aix sponsa","species","289518","Blancan","","4.9","1.8","50310"
"1195900","occ","","","20384","Anas crecca","species","133772","","Anas crecca","species","133772","Blancan","","4.9","1.8","50310"
"1195901","occ","","","20384","Anas platyrhynchos","species","83434","","Anas platyrhynchos","species","83434","Blancan","","4.9","1.8","50310"
"1195902","occ","","","20384","Anas sp.","genus","67686","","Anas","genus","67686","Blancan","","4.9","1.8","50310"
"1195903","occ","","","20384","Aythya sp.","genus","83440","","Aythya","genus","83440","Blancan","","4.9","1.8","50310"
"1195904","occ","","","20384","Neophrontops slaughteri","species","289745","","Neophrontops slaughteri","species","289745","Blancan","","4.9","1.8","50310"
"1195905","occ","","","20384","Accipiter cooperii","species","94492","species not entered","Accipiter","genus","94492","Blancan","","4.9","1.8","50310"
"1195906","occ","","","20384","Buteogallus urubitinga","species","289516","","Buteogallus urubitinga","species","289516","Blancan","","4.9","1.8","50310"
"1195907","occ","","","20384","Buteo sp.","genus","39325","","Buteo","genus","39325","Blancan","","4.9","1.8","50310"
"1195908","occ","","","20384","Falco sparverius","species","133779","","Falco sparverius","species","133779","Blancan","","4.9","1.8","50310"
"1195909","occ","","","20384","Falco columbarius","species","39319","species not entered","Falco","genus","39319","Blancan","","4.9","1.8","50310"
"1195910","occ","","","20384","Meleagris anza","species","39341","species not entered","Meleagris","genus","39341","Blancan","","4.9","1.8","50310"
"1195911","occ","","","20384","Colinus virginianus","species","129785","","Colinus virginianus","species","129784","Blancan","","4.9","1.8","50310"
"1195912","occ","","","20384","Rallus cf. longirostris","species","336066","","Rallus longirostris","species","336066","Blancan","","4.9","1.8","50310"
"1195913","occ","","","20384","Rallus informal sp. B","genus","39537","obsolete variant of","Rallus","genus","39537","Blancan","","4.9","1.8","50310"
"1195914","occ","","","20384","Porzana carolina","species","94495","species not entered","Porzana","genus","94495","Blancan","","4.9","1.8","50310"
"1195915","occ","","","20384","Grus americana","species","83465","","Grus americana","species","83464","Blancan","","4.9","1.8","50310"
"1195916","occ","","","20384","Titanis walleri","species","53324","","Titanis walleri","species","53324","Blancan","","4.9","1.8","50310"
"1195917","occ","","","20384","Gallinago gallinago","species","289532","","Gallinago gallinago","species","289751","Blancan","","4.9","1.8","50310"
"1195918","occ","","","20384","Scolopax hutchensi","species","289470","","Scolopax hutchensi","species","289470","Blancan","","4.9","1.8","50310"
"1195919","occ","","","20384","Zenaida macroura","species","289527","","Zenaida macroura","species","289527","Blancan","","4.9","1.8","50310"
"1195920","occ","","","20384","Columba sp.","genus","39354","","Columba","genus","39354","Blancan","","4.9","1.8","50310"
"1195921","occ","","","20384","Coccyzus americanus","species","289514","","Coccyzus americanus","species","289514","Blancan","","4.9","1.8","50310"
"1195922","occ","","","20384","Tyto alba","species","94500","","Tyto alba","species","94500","Blancan","","4.9","1.8","50310"
"1195923","occ","","","20384","Otus asio","species","133783","","Otus asio","species","133782","Blancan","","4.9","1.8","50310"
"1195924","occ","","","20384","Bubo virginianus","species","161527","","Bubo virginianus","species","161526","Blancan","","4.9","1.8","50310"
"1195925","occ","","","20384","Glaucidium explorator","species","289472","","Glaucidium explorator","species","289472","Blancan","","4.9","1.8","50310"
"1195926","occ","","","20384","Glaucidium sp.","genus","289471","","Glaucidium","genus","289471","Blancan","","4.9","1.8","50310"
"1195927","occ","","","20384","Speotyto cunicularia","species","289512","","Speotyto cunicularia","species","289512","Blancan","","4.9","1.8","50310"
"1195928","occ","","","20384","Strix varia","species","133784","","Strix varia","species","133784","Blancan","","4.9","1.8","50310"
"1195929","occ","","","20384","Asio sp.","genus","161528","","Asio","genus","161528","Blancan","","4.9","1.8","50310"
"1195930","occ","","","20384","Melanerpes sp.","genus","129810","","Melanerpes","genus","129810","Blancan","","4.9","1.8","50310"
"1195931","occ","","","20384","Picoides cf. villosus","species","133787","","Picoides villosus","species","133786","Blancan","","4.9","1.8","50310"
"1195932","occ","","","20384","Colaptes auratus","species","129808","","Colaptes auratus","species","129807","Blancan","","4.9","1.8","50310"
"1195933","occ","","","20384","Dryocopus sp.","genus","289510","","Dryocopus","genus","289510","Blancan","","4.9","1.8","50310"
"1195934","occ","","","20384","Cyanocitta cristata","species","129837","","Cyanocitta cristata","species","129837","Blancan","","4.9","1.8","50310"
"1195935","occ","","","20384","Aphelocoma coerulescens","species","289509","","Aphelocoma coerulescens","species","289509","Blancan","","4.9","1.8","50310"
"1195936","occ","","","20384","Corvus ossifragus","species","83494","","Corvus ossifragus","species","83494","Blancan","","4.9","1.8","50310"
"1195937","occ","","","20384","cf. Hylocichla mustelina","species","129844","species not entered","Hylocichla","genus","129844","Blancan","","4.9","1.8","50310"
"1195938","occ","","","20384","Turdus sp.","genus","83491","","Turdus","genus","83491","Blancan","","4.9","1.8","50310"
"1195939","occ","","","20384","Vermivora cf. celata","species","289507","","Vermivora celata","species","289507","Blancan","","4.9","1.8","50310"
"1195940","occ","","","20384","Cardinalis cardinalis","species","289505","","Cardinalis cardinalis","species","289505","Blancan","","4.9","1.8","50310"
"1195941","occ","","","20384","Passerculus sandwichensis","species","289503","","Passerculus sandwichensis","species","289503","Blancan","","4.9","1.8","50310"
"1195942","occ","","","20384","Ammodramus maritimus","species","39451","species not entered","Ammodramus","genus","39451","Blancan","","4.9","1.8","50310"
"1195943","occ","","","20384","Melospiza melodia","species","129855","","Melospiza melodia","species","129855","Blancan","","4.9","1.8","50310"
"1195944","occ","","","20384","Zonotrichia cf. leucophrys","species","335312","","Zonotrichia leucophrys","species","335312","Blancan","","4.9","1.8","50310"
"1195945","occ","","","20384","Zonotrichia sp.","genus","129849","","Zonotrichia","genus","129849","Blancan","","4.9","1.8","50310"
"1195946","occ","","","20384","Junco cf. hyemalis","species","289535","","Junco hyemalis","species","289535","Blancan","","4.9","1.8","50310"
"1195947","occ","","","20384","Agelaius phoeniceus","species","129845","","Agelaius phoeniceus","species","129845","Blancan","","4.9","1.8","50310"
"1195948","occ","","","20384","Sturnella magna","species","130726","species not entered","Sturnella","genus","130726","Blancan","","4.9","1.8","50310"
"1195949","occ","","","20384","Euphagus cyanocephalus","species","83665","species not entered","Euphagus","genus","83665","Blancan","","4.9","1.8","50310"
"1195950","occ","","","20384","Euphagus sp.","genus","83665","","Euphagus","genus","83665","Blancan","","4.9","1.8","50310"
"1195951","occ","","","20384","Molothrus ater","species","129847","","Molothrus ater","species","129847","Blancan","","4.9","1.8","50310"
"1195952","occ","","","19750","Podilymbus podiceps","species","133771","","Podilymbus podiceps","species","133770","Blancan","Irvingtonian","4.9","0.3","50310"
"1195953","occ","","","19750","Aizengyps n. sp. toomeyae","species","289469","","Aizengyps toomeyae","species","289469","Blancan","Irvingtonian","4.9","0.3","50310"
"1195954","occ","","","19750","Aix sponsa","species","289518","","Aix sponsa","species","289518","Blancan","Irvingtonian","4.9","0.3","50310"
"1195955","occ","","","19750","Anas discors","species","83438","","Anas discors","species","83438","Blancan","Irvingtonian","4.9","0.3","50310"
"1195956","occ","","","19750","Anas clypeata","species","83437","","Anas clypeata","species","83437","Blancan","Irvingtonian","4.9","0.3","50310"
"1195957","occ","","","19750","Anas sp.","genus","67686","","Anas","genus","67686","Blancan","Irvingtonian","4.9","0.3","50310"
"1195958","occ","","","19750","Bucephala albeola","species","83461","","Bucephala albeola","species","83460","Blancan","Irvingtonian","4.9","0.3","50310"
"1195959","occ","","","19750","Mergus sp.","genus","39627","","Mergus","genus","39627","Blancan","Irvingtonian","4.9","0.3","50310"
"1195960","occ","","","19750","Meleagris anza","species","39341","species not entered","Meleagris","genus","39341","Blancan","Irvingtonian","4.9","0.3","50310"
"1195961","occ","","","19750","Rallus sp.","genus","39537","","Rallus","genus","39537","Blancan","Irvingtonian","4.9","0.3","50310"
"1195962","occ","","","19750","Limnodromus scolopaceus","species","289526","","Limnodromus scolopaceus","species","289526","Blancan","Irvingtonian","4.9","0.3","50310"
"1195963","occ","","","19750","Ceryle torquata","species","289524","","Ceryle torquata","species","289524","Blancan","Irvingtonian","4.9","0.3","50310"
"1195964","occ","","","19750","Corvus sp.","genus","39446","","Corvus","genus","39446","Blancan","Irvingtonian","4.9","0.3","50310"
"1195965","occ","","","19750","cf. Agelaius sp.","genus","83664","","Agelaius","genus","83664","Blancan","Irvingtonian","4.9","0.3","50310"
"1195966","occ","","","20350","Gymnogyps kofordi","species","289981","","Gymnogyps kofordi","species","289981","Irvingtonian","","1.8","0.3","50310"
"1195967","occ","","","20350","Circus cf. cyaneus","species","146037","species not entered","Circus","genus","146037","Irvingtonian","","1.8","0.3","50310"
"1195968","occ","","","20350","Accipiter cooperii","species","94492","species not entered","Accipiter","genus","94492","Irvingtonian","","1.8","0.3","50310"
"1195969","occ","","","20350","Buteo lineatus","species","129166","","Buteo lineatus","species","129164","Irvingtonian","","1.8","0.3","50310"
"1195970","occ","","","20350","Buteo sp.","genus","39325","","Buteo","genus","39325","Irvingtonian","","1.8","0.3","50310"
"1195971","occ","","","20350","Cracidae indet.","family","39331","","Cracidae","family","39331","Irvingtonian","","1.8","0.3","50310"
"1195972","occ","","","20350","Meleagris sp.","genus","39341","","Meleagris","genus","39341","Irvingtonian","","1.8","0.3","50310"
"1195973","occ","","","20350","Colinus virginianus","species","129785","","Colinus virginianus","species","129784","Irvingtonian","","1.8","0.3","50310"
"1195974","occ","","","20350","Laterallus cf. exilis","species","39525","species not entered","Laterallus","genus","39525","Irvingtonian","","1.8","0.3","50310"
"1195975","occ","","","20350","Rallus sp.","genus","39537","","Rallus","genus","39537","Irvingtonian","","1.8","0.3","50310"
"1195976","occ","","","20350","Limnodromus scolopaceus","species","289526","","Limnodromus scolopaceus","species","289526","Irvingtonian","","1.8","0.3","50310"
"1195977","occ","","","20350","Scolopax hutchensi","species","289470","","Scolopax hutchensi","species","289470","Irvingtonian","","1.8","0.3","50310"
"1195978","occ","","","20350","Zenaida macroura","species","289527","","Zenaida macroura","species","289527","Irvingtonian","","1.8","0.3","50310"
"1195979","occ","","","20350","Tyto alba","species","94500","","Tyto alba","species","94500","Irvingtonian","","1.8","0.3","50310"
"1195980","occ","","","20350","Otus asio","species","133783","","Otus asio","species","133782","Irvingtonian","","1.8","0.3","50310"
"1195981","occ","","","20350","Melanerpes sp.","genus","129810","","Melanerpes","genus","129810","Irvingtonian","","1.8","0.3","50310"
"1195982","occ","","","20350","Colaptes auratus","species","129808","","Colaptes auratus","species","129807","Irvingtonian","","1.8","0.3","50310"
"1195983","occ","","","20350","Corvus cf. brachyrhynchos","species","289720","","Corvus brachyrhynchos","species","289720","Irvingtonian","","1.8","0.3","50310"
"1195984","occ","","","20350","Cardinalis cardinalis","species","289505","","Cardinalis cardinalis","species","289505","Irvingtonian","","1.8","0.3","50310"
"1195985","occ","","","20350","cf. Passerina sp.","genus","39452","","Passerina","genus","39452","Irvingtonian","","1.8","0.3","50310"
"1195987","occ","","","20350","Passerculus sandwichensis","species","289503","","Passerculus sandwichensis","species","289503","Irvingtonian","","1.8","0.3","50310"
"1195988","occ","","","20350","cf. Passerella sp.","genus","129851","","Passerella","genus","129851","Irvingtonian","","1.8","0.3","50310"
"1195989","occ","","","20350","Melospiza melodia","species","129855","","Melospiza melodia","species","129855","Irvingtonian","","1.8","0.3","50310"
"1195990","occ","","","20350","Zonotrichia cf. leucophrys","species","335312","","Zonotrichia leucophrys","species","335312","Irvingtonian","","1.8","0.3","50310"
"1195991","occ","","","20350","Junco hyemalis","species","289535","","Junco hyemalis","species","289535","Irvingtonian","","1.8","0.3","50310"
"1195992","occ","","","20350","Agelaius phoeniceus","species","129845","","Agelaius phoeniceus","species","129845","Irvingtonian","","1.8","0.3","50310"
"1195993","occ","","","20350","Molothrus ater","species","129847","","Molothrus ater","species","129847","Irvingtonian","","1.8","0.3","50310"
"1195994","occ","","","20385","Phalacrocorax idahensis","species","210446","","Phalacrocorax idahensis","species","146102","Irvingtonian","","1.8","0.3","50310"
"1195995","occ","","","20385","cf. Buteo sp.","genus","39325","","Buteo","genus","39325","Irvingtonian","","1.8","0.3","50310"
"1195996","occ","","","20385","Meleagris anza","species","39341","species not entered","Meleagris","genus","39341","Irvingtonian","","1.8","0.3","50310"
"1195997","occ","","","20385","Colinus virginianus","species","129785","","Colinus virginianus","species","129784","Irvingtonian","","1.8","0.3","50310"
"1195998","occ","","","20385","Columba sp.","genus","39354","","Columba","genus","39354","Irvingtonian","","1.8","0.3","50310"
"1195999","occ","","","20385","Zenaida rnacroura","species","161741","species not entered","Zenaida","genus","161741","Irvingtonian","","1.8","0.3","50310"
"1196000","occ","","","20385","Otus asio","species","133783","","Otus asio","species","133782","Irvingtonian","","1.8","0.3","50310"
"1196001","occ","","","20385","Melanerpes cf. erythrocephalus","species","129819","","Melanerpes erythrocephalus","species","129818","Irvingtonian","","1.8","0.3","50310"
"1196002","occ","","","20385","Picoides cf. villosus","species","133787","","Picoides villosus","species","133786","Irvingtonian","","1.8","0.3","50310"
"1196003","occ","","","20385","Catharus sp.","genus","161743","","Catharus","genus","161743","Irvingtonian","","1.8","0.3","50310"
"1196004","occ","","","20385","Turdus sp.","genus","83491","","Turdus","genus","83491","Irvingtonian","","1.8","0.3","50310"
"1196005","occ","","","20385","Dumetella carolinensis","species","133793","","Dumetella carolinensis","species","133792","Irvingtonian","","1.8","0.3","50310"
"1196006","occ","","","20385","Toxostoma rufum","species","129842","","Toxostoma rufum","species","129842","Irvingtonian","","1.8","0.3","50310"
"1196007","occ","","","20385","Cardinalis cardinalis","species","289505","","Cardinalis cardinalis","species","289505","Irvingtonian","","1.8","0.3","50310"
"1196008","occ","","","20385","Spizella cf. pusilla","species","289529","","Spizella pusilla","species","289529","Irvingtonian","","1.8","0.3","50310"
"1196009","occ","","","20385","cf. Chondestes grammacus","species","289531","","Chondestes grammacus","species","289531","Irvingtonian","","1.8","0.3","50310"
"1196010","occ","","","20385","Passerculus sandwichensis","species","289503","","Passerculus sandwichensis","species","289503","Irvingtonian","","1.8","0.3","50310"
"1196011","occ","","","20385","Zonotrichia cf. albicollis","species","129850","","Zonotrichia albicollis","species","129850","Irvingtonian","","1.8","0.3","50310"
"1196012","occ","","","20385","Zonotrichia cf. leucophrys","species","335312","","Zonotrichia leucophrys","species","335312","Irvingtonian","","1.8","0.3","50310"
"1196013","occ","","","20385","Junco hyemalis","species","289535","","Junco hyemalis","species","289535","Irvingtonian","","1.8","0.3","50310"
"1196014","occ","","","20385","Rallus elegans","species","336067","","Rallus elegans","species","336067","Irvingtonian","","1.8","0.3","50310"
"1196015","occ","","","20385","Rallus sp.","genus","39537","","Rallus","genus","39537","Irvingtonian","","1.8","0.3","50310"
"1196016","occ","","","20385","cf. Tringa sp.","genus","83482","","Tringa","genus","83482","Irvingtonian","","1.8","0.3","50310"
"1196017","occ","","","20385","Gallinago gallinago","species","289532","","Gallinago gallinago","species","289751","Irvingtonian","","1.8","0.3","50310"
"1196018","occ","","","20385","Scolopax n. sp. hutchensi","species","289470","","Scolopax hutchensi","species","289470","Irvingtonian","","1.8","0.3","50310"
"1196019","occ","","","20415","Podilymbus podiceps","species","133771","","Podilymbus podiceps","species","133770","Irvingtonian","","1.8","0.3","50310"
"1196020","occ","","","20415","Ciconia maltha","species","110949","","Ciconia maltha","species","110949","Irvingtonian","","1.8","0.3","50310"
"1196021","occ","","","20415","Coragyps atratus","species","161512","","Coragyps atratus","species","161511","Irvingtonian","","1.8","0.3","50310"
"1196022","occ","","","20415","Buteo sp.","genus","39325","","Buteo","genus","39325","Irvingtonian","","1.8","0.3","50310"
"1196023","occ","","","20415","Amplibuteo woodwardi","species","289534","","Amplibuteo woodwardi","species","289534","Irvingtonian","","1.8","0.3","50310"
"1196024","occ","","","20415","Meleagris sp.","genus","39341","","Meleagris","genus","39341","Irvingtonian","","1.8","0.3","50310"
"1196025","occ","","","20415","Colinus virginianus","species","129785","","Colinus virginianus","species","129784","Irvingtonian","","1.8","0.3","50310"
"1196026","occ","","","20415","Tyto alba","species","94500","","Tyto alba","species","94500","Irvingtonian","","1.8","0.3","50310"
"1196034","occ","","","20398","Podilymbus podiceps","species","133771","","Podilymbus podiceps","species","133770","Rancholabrean","","0.3","0.012","50310"
"1196035","occ","","","20398","Ixobrychus exilis","species","289520","","Ixobrychus exilis","species","289520","Rancholabrean","","0.3","0.012","50310"
"1196036","occ","","","20398","Cathartes aura","species","137176","","Cathartes aura","species","103975","Rancholabrean","","0.3","0.012","50310"
"1196037","occ","","","20398","Anas crecca","species","133772","","Anas crecca","species","133772","Rancholabrean","","0.3","0.012","50310"
"1196038","occ","","","20398","Accipiter cooperii","species","94492","species not entered","Accipiter","genus","94492","Rancholabrean","","0.3","0.012","50310"
"1196039","occ","","","20398","Buteo sp.","genus","39325","","Buteo","genus","39325","Rancholabrean","","0.3","0.012","50310"
"1196040","occ","","","20398","Falco sparverius","species","133779","","Falco sparverius","species","133779","Rancholabrean","","0.3","0.012","50310"
"1196041","occ","","","20398","Meleagris gallopavo","species","110952","","Meleagris gallopavo","species","110952","Rancholabrean","","0.3","0.012","50310"
"1196042","occ","","","20398","Colinus virginianus","species","129785","","Colinus virginianus","species","129784","Rancholabrean","","0.3","0.012","50310"
"1196043","occ","","","20398","Laterallus cf. exilis","species","39525","species not entered","Laterallus","genus","39525","Rancholabrean","","0.3","0.012","50310"
"1196044","occ","","","20398","Rallus elegans","species","336067","","Rallus elegans","species","336067","Rancholabrean","","0.3","0.012","50310"
"1196045","occ","","","20398","Rallus limicola","species","336068","","Rallus limicola","species","336068","Rancholabrean","","0.3","0.012","50310"
